sound sleep, noun, , 熟睡, , , 1616222959692, 1 
﻿英語, 品詞1, 品詞2, 意味1, 意味2, 備考, 1616224159692, 1 
abuse, verb, noun, 乱用する, 乱用, , 1616224159692, 1 
accurate, adjective, , 正確な, , , 1616224159692, 1 
addict, noun, verb, 中毒者, 中毒させる, , 1616224159692, 1 
affect, verb, , ～に影響を及ぼす, , , 1616224159692, 1 
almost, adverb, adjective, ほとんど, ほとんど, , 1616224159692, 1 
along, preposition, adverb, ～に沿って, 沿って, , 1616224159692, 1 
also, adverb, conjunction, また, そしてそのうえ, , 1616224159692, 1 
among, preposition, , ～のなかで, , , 1616224159692, 1 
ASAP, adverb, , 少しでも早く, , as soon as possibleの略, 1616222959692, 1 
because of, preposition, , ～がために, , , 1616222959692, 1 
blush, verb, noun, 顔を赤らめる, 赤面, , 1616222959692, 1 
broaden, verb, , ～を広げる, 広くなる, , 1616222959692, 1 
cause, noun, verb, 原因, ～を引き起こす, , 1616222959692, 1 
cigarette, noun, , たばこ, , , 1616222959692, 1 
clearly, adverb, , はっきり, , , 1616222959692, 1 
colleague, noun, , 同僚, , , 1616222959692, 1 
confident, adjective, , 確信して, 自信に満ちた, , 1616222959692, 1 
daunt, verb, , ひるませる, , , 1616222959692, 1 
dear, adjective, , 親愛な, , , 1616222959692, 1 
decline, verb, , 減退する, , , 1616222959692, 1 
depiction, noun, , 描写, , , 1616222959692, 1 
depressed, adjective, , 消沈した～, , , 1616222959692, 1 
desperately, adverb, , 必死になって, , , 1616222959692, 1 
disgusting, adjective, , 実に嫌な, , , 1616222959692, 1 
disorder, noun, , 無秩序, , , 1616222959692, 1 
drift, verb, , 漂流する, , , 1616222959692, 1 
drizzle, noun, , 霧雨, , , 1616222959692, 1 
economically, adverb, , 経済的に, , , 1616222959692, 1 
encourage, verb, , 勇気づける, , , 1616222959692, 1 
enthusiasm, noun, , 熱中, , , 1616222959692, 1 
estimate, noun, verb, 見積り, ～を見積もる, , 1616222959692, 1 
even, adverb, adjective, ～でさえも, 平らな, , 1616222959692, 1 
exhausted, adjective, , 消耗した～, , , 1616222959692, 1 
extremely, adverb, , きわめて, , , 1616222959692, 1 
flee, verb, , 逃げる, , , 1616222959692, 1 
gradually, adverb, , 徐々に, , , 1616222959692, 1 
hesitate, verb, , ちゅうちょする, , , 1616222959692, 1 
human beings, noun, , ヒト, , , 1616222959692, 1 
immature, adjective, , 未熟な, , , 1616222959692, 1 
immigrant, noun, , 移住者, , , 1616222959692, 1 
infant, noun, , 小児, , , 1616222959692, 1 
instance, noun, , 実例, , , 1616222959692, 1 
invitation, noun, , 招待, , , 1616222959692, 1 
lack, noun, verb, 不足, ～を欠く, , 1616222959692, 1 
lay, verb, , 置く, , , 1616222959692, 1 
lie, verb, noun, 横たわる, 位置, , 1616222959692, 1 
mammal, noun, , 哺乳動物, , , 1616222959692, 1 
monarch, noun, , 君主, , , 1616222959692, 1 
pale, adjective, verb, 青ざめた, 青ざめる, , 1616222959692, 1 
parking lot, noun, , 駐車場, , , 1616222959692, 1 
participation, noun, , 参加, , , 1616222959692, 1 
persecution, noun, , 迫害, , , 1616222959692, 1 
possess, verb, , ～を所有する, , , 1616222959692, 1 
punctuality, noun, , 時間厳守, , , 1616222959692, 1 
racial, adjective, , 種族の, , , 1616222959692, 1 
rational, adjective, , 合理的な, , , 1616222959692, 1 
resonance, noun, , 響き, , , 1616222959692, 1 
resuscitation, noun, , 蘇生, , , 1616222959692, 1 
revolutionize, verb, , 革命を起こす, , , 1616222959692, 1 
rub, verb, , ～をこする, 擦れる, , 1616222959692, 1 
ruin, noun, , 破滅, , , 1616222959692, 1 
shore, noun, , 岸, , , 1616222959692, 1 
sink, verb, , 沈む, 沈める, , 1616222959692, 1 
sip, verb, , 少しずつ飲む, ひとすすり, , 1616222959692, 1 
absent, adjective, , 不在の, , , 1616224159692, 1 
spill, verb, , こぼす, , , 1616222959692, 1 
sternly, adverb, , 厳格に, , , 1616222959692, 1 
utterly, adverb, , すっかり, , , 1616222959692, 1 
witness, noun, verb, 目撃者, ～を目撃する（証明する）, , 1616222959692, 1 
suicidal, adjective, , 自滅的な, , , 1616222959692, 1 
politically, adverb, , 政治的に, , , 1616222959692, 1 
critical, adjective, , 批判的な, , , 1616222959692, 1 
unexpected, adjective, , 予期しない, , , 1616222959692, 1 
discrimination, noun, , 区別, , , 1616222959692, 1 
overt, adjective, , 明白な, , , 1616222959692, 1 
otherwise, adverb, , 他の状態に, , , 1616222959692, 1 
supreme, adjective, , 最上位の, , , 1616222959692, 1 
court, noun, , 裁判所, , , 1616222959692, 1 
segregated, adjective, , 分離した, , , 1616222959692, 1 
inherently, adverb, , 本質的に, , , 1616222959692, 1 
unequal, adjective, , 等しくない, , , 1616222959692, 1 
unconstitutional, adjective, , 憲法違反の, , , 1616222959692, 1 
racially, adverb, , 人種的に, , , 1616222959692, 1 
cut back, verb, , 減らす, , , 1616222959692, 1 
uneasy, adjective, , 落ち着かない, , , 1616222959692, 1 
in a hurry, adverb, , 急いで, , , 1616222959692, 1 
as usual, adverb, , いつものように, , , 1616222959692, 1 
worse, adjective, , badの比較級, , , 1616222959692, 1 
ruin, verb, , 損ねる, , , 1616222959692, 1 
swear, verb, , 誓う, , , 1616222959692, 1 
endure, verb, , 耐える, , , 1616222959692, 1 
resist, verb, , 抵抗する, , , 1616222959692, 1 
temptation, noun, , 誘惑, , , 1616222959692, 1 
chew, verb, , 噛む, , , 1616222959692, 1 
feel like ~ing, verb, , ～したくなる, , , 1616222959692, 1 
Before long, adverb, , まもなく, , , 1616222959692, 1 
sore, verb, , 痛い, , , 1616222959692, 1 
even when, , , ～の時でさえ, , , 1616222959692, 1 
even after, , , ～の後でさえ, , , 1616222959692, 1 
put on, verb, , 増える, , , 1616222959692, 1 
irony, noun, , 皮肉, , , 1616222959692, 1 
extra, adjective, , 余分の, , , 1616222959692, 1 
aerobic, adjective, , 有酸素の, , , 1616222959692, 1 
breathe, verb, , 呼吸する, , , 1616222959692, 1 
take up, verb, , 取り上げる, , , 1616222959692, 1 
some time, adverb, , しばらくの間, , , 1616222959692, 1 
at a time, adverb, , 一度に, , , 1616222959692, 1 
in shape, adverb, , 体調，体系などが良い状態の, , , 1616222959692, 1 
gain, verb, , 得る, , , 1616222959692, 1 
ordinary, adjective, , 普通の, , , 1616222959692, 1 
firm, adjective, , 引き締まった, , , 1616222959692, 1 
thigh, noun, , 腿, , , 1616222959692, 1 
consume, verb, , 消費する, , , 1616222959692, 1 
above all, adverb, , なによりも, , , 1616222959692, 1 
above, adverb, , 上に, , , 1616222959692, 1 
take in, verb, , 摂取する, , , 1616222959692, 1 
use up, verb, , 使い切る, , , 1616222959692, 1 
self-conscious, adjective, , 自意識過剰の, , , 1616222959692, 1 
moderately, adverb, , 適度に, , , 1616222959692, 1 
go too far, verb, , やり過ぎる, , , 1616222959692, 1 
depression, noun, , 不景気, , , 1616222959692, 1 
budget, noun, , 予算, , , 1616222959692, 1 
feel like ~ing, verb, , ~ したい, , , 1616222959692, 1 
stand out, verb, , 目立つ, , , 1616222959692, 1 
nod, verb, , うなずく, , , 1616222959692, 1 
shyly, adverb, , 内気そうに, , , 1616222959692, 1 
grandpa, noun, , おじいちゃん, , , 1616222959692, 1 
generous, adjective, , 気前が良い, , , 1616222959692, 1 
I'm afraid ~, verb, , (残念ながら)...と思う, , , 1616222959692, 1 
